FullAddress,CommunityName ,PropertyID,CountyState,Risk,HousingCompany,PrivateEquityFirm,Units,YearAcquired,Fannie/Freddie,PropertyType,Latitude,Longitude,,
"2343 Dogwood St Liberty,MO 64068",Liberty Village,MO-Liberty Village-2343,"Clay, MO",Relatively Moderate,Cambio Communities,Silver Creek Capital,143,N/A,No,Manufactured Housing,39.294341,-94.378398,,
"5250 W 53rd Ave Arvada,CO 80002",Inspiration Valley,CO-Inspiration Valley-5250,"Jefferson, CO",Relatively High,RHP Properties (Brookfield),Brookfield Corporation,142,2017,Fannie Mae,Manufactured Housing,39.792011,-105.056185,,
"1338 3rd Ave NW Fort Dodge,IA 50501",Palace Park,IA-Palace Park-1338,"Webster, IA",Relatively Low,Horizon Land Company,Federal Capital Partners,142,N/A,No,Manufactured Housing,42.515469,-94.219649,,
"4005 19th St NE  Bismarck,ND 58503",Hay Creek,ND-Hay Creek-4005,"Burleigh, ND",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,142,2020,Fannie Mae,Manufactured Housing,46.850539,-100.758852,,
"4005 19th St NE Bismarck,ND 58503",Haycreek,ND-Haycreek-4005,"Burleigh, ND",Relatively Moderate,Open Management,Open Capital,142,N/A,Fannie Mae,Manufactured Housing,46.850539,-100.758852,,
"1524 E Burt Dr Columbia,TN 38401",Columbia Mobile Home Communitty,TN-Columbia Mobile Home Communitty-1524,"Maury, TN",Relatively Low,Knights Communities,Keel Team,142,N/A,N/A,Manufactured Housing,35.649781,-87.008719,,
"2752 W North Union Rd Midland,MI 48642",Oakside,MI-Oakside-2752,"Bay, MI",Relatively Low,Cambio Communities,Silver Creek Capital,142,N/A,Freddie Mac,Manufactured Housing,43.612059,-84.159417,,
"739 Daniel Shays Hwy Athol,MA 1331",Miller's Wood and River Bend,MA-Miller's Wood and River Bend-739,"Worcester, MA",Relatively Moderate,Hometown America,Calzada Capital Partners,141,2008,Fannie Mae,Manufactured Housing,42.575906,-72.268922,,
"2200 Harper St Lawrence,KS 66046",Harper Woods,KS-Harper Woods-2200,"Douglas, KS",Relatively Low,RHP Properties (RHP),RHP Properties,141,2024,No,Manufactured Housing,38.945402,-95.212107,,
"155 S 1200 W Orem,UT",Timpanogos Village Mobile Home Park,UT-Timpanogos Village Mobile Home Park-155,"Utah, UT",Relatively High,Bridge Investment Group,,141,2025,Freddie Mac,Manufactured Housing,40.294341,-111.724072,,
"39 Azalea Dr Winter Haven,FL 33881",Lucerne Lakeside,FL-Lucerne Lakeside-39,"Polk, FL",Relatively High,Inspire Communities,Apollo Global Management,140,2017,No,Manufactured Housing,28.064451,-81.712312,,
"2760 S Royal Palm Rd Apache Junction,AZ 85119",Brookhaven RV Resort,AZ-Brookhaven RV Resort-2760,"Pinal, AZ",Relatively Moderate,Treehouse Communities,The Blackstone Group,140,2018,Fannie Mae,Manufactured Housing,33.390542,-111.537599,,
"1329 S Lincoln St Knoxville,IA 50138",Wheel Estates MHC,IA-Wheel Estates MHC-1329,"Marion, IA",Very Low,Horizon Land Company,Federal Capital Partners,140,2021,No,Manufactured Housing,41.309074,-93.105728,,
"8199 Route 5 & 20 Bloomfield,NY 14469",Northrups MHC,NY-Northrups MHC-8199,"Ontario, NY",Relatively Low,Horizon Land Company,Federal Capital Partners,140,N/A,Fannie Mae,Manufactured Housing,42.901489,-77.488,,
"8609 Diamondview Way Knoxville,TN 37931",Volunteer Village,TN-Volunteer Village-8609,"Knox, TN",Relatively Moderate,Horizon Land Company,Federal Capital Partners,140,200,No,Manufactured Housing,35.980982,-84.156326,,
"3520 NW 79th St Miami,FL 33147",Miami Heights Mobile Park,FL-Miami Heights Mobile Park-3520,"Miami-Dade, FL",Very High,Riverstone Communities,Riverstone Capital Partners,140,2018,No,Manufactured Housing,25.845239,-80.254465,,
"2781 2nd Avenue West Palm Beach,FL 33415",Royal Palm Mobile Home Park,FL-Royal Palm Mobile Home Park-2781,"Palm Beach, FL",Relatively High,Riverstone Communities,Riverstone Capital Partners,140,2000,No,Manufactured Housing,26.619974,-80.085412,,
"1475 Peachtree Industrial Blvd Sugar Hill,GA 30518",Peachtree Mobile Home Park,GA-Peachtree Mobile Home Park-1475,"Gwinnett, GA",Relatively High,Riverstone Communities,Riverstone Capital Partners,140,2014,Fannie Mae,Manufactured Housing,34.112533,-84.026304,,
"4831 Bade Dr. Fort Wayne,IN 46816",Stonecrest II,IN-Stonecrest II -4831,"Allen, IN",Relatively Moderate,RHP Properties (RHP),RHP Properties,140,N/A,Fannie Mae,Manufactured Housing,41.020841,-85.075598,,
"124A Yates Circle Aledo,TX 76008",Aledo,TX-Aledo-124A,"Parker, TX",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,139,N/A,Fannie Mae,Manufactured Housing,32.698511,-97.612571,,
"2638 Old State Rd 37 Greenwood,IN 46143",Oak Meadows ,IN-Oak Meadows -2638,"Morgan, IN",Relatively Low,Horizon Land Company,Federal Capital Partners,139,N/A,No,Manufactured Housing,39.438898,-86.391697,,
"3461 Bankhead Highway Douglasville,GA 30134",Plantation Estates,GA-Plantation Estates-3461,"Douglas, GA",Relatively Low,Yes! Communities,Stockbridge Capital Group,138,2014,No,Manufactured Housing,33.797031,-84.653097,,
"4808 South Elwood Ave Tulsa,OK 74107",Cherry Hill,OK-Cherry Hill-4808,"Tulsa, OK",Relatively High,Inspire Communities,Apollo Global Management,138,2021,No,Manufactured Housing,36.093827,-95.995167,,
"5 Ba Mar Drive Stony Point,NY 10980",Ba Mar,NY-Ba Mar -5,"Rockland, NY",Relatively Moderate,RHP Properties (RHP),RHP Properties,138,N/A,No,Manufactured Housing,41.225924,-73.974991,,
"5 Bivona Ln New Windsor,NY 12553",Silver Stream Village,NY-Silver Stream Village-5,"Orange, NY",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,138,2017,N/A,Manufactured Housing,41.48505,-74.095136,,
"900 Century Dr Ogden,UT 84404",Willow Creek Estates,UT-Willow Creek Estates-900,"Weber, UT",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,137,2017,No,Manufactured Housing,41.248604,-111.987783,,
"16 Bivona Ln New Windsor,NY 12553",Silver Stream Village,NY-Silver Stream Village-16,"Orange, NY",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,137,2017,Fannie Mae,Manufactured Housing,41.48431,-74.09504,,
"3522 Bill Sachsenmaier Memorial Dr Avon Park,FL 33825",Reflections on Silver Lake,FL-Reflections on Silver Lake-3522,"Highlands, FL",Relatively Moderate,The Carlyle Group,The Carlyle Group,137,2017,No,Manufactured Housing,27.56806,-81.521651,,
"1 Elise Drive Nanuet,NY 10954",Spring Valley Village,NY-Spring Valley Village -1,"Rockland, NY",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,137,N/A,Fannie Mae,Manufactured Housing,41.110048,-74.033641,,
"N3525 Trieloff Road Fort Atkinson,WI 53538",Oak Ridge,WI-Oak Ridge -N3525,"Jefferson, WI",Relatively Low,RHP Properties (RHP),RHP Properties,137,N/A,No,Manufactured Housing,42.972319,-88.931668,,
"85 Sunflower Road Colorado Springs,CO 80907",Monument Creek,CO-Monument Creek -85,"El Paso, CO",Relatively Moderate,RHP Properties (RHP),RHP Properties,137,N/A,No,Manufactured Housing,38.881906,-104.827888,,
"10487 County Road 4 Swanton,OH 43558",Swanton Meadows,OH-Swanton Meadows-10487,"Fulton, OH",Very Low,MHC Capital,MHC Capital,137,N/A,N/A,Manufactured Housing,41.624172,-83.935469,,
"2757 Tremainsville Rd Toledo,OH 43613",Twinwall MHC,OH-Twinwall MHC-2757,"Lucas, OH",Relatively Moderate,MHC Capital,MHC Capital,137,N/A,N/A,Manufactured Housing,41.711508,-83.610833,,
"1000 Hummingbird Dr DeSoto,TX 75115",Dynamic II,TX-Dynamic II-1000,"Dallas, TX",Very High,Yes! Communities,Stockbridge Capital Group,136,2008,Fannie Mae,Manufactured Housing,32.573079,-96.827949,,
"625 15th St SE Minot,ND 58701",Parkview Mobile Home Park,ND-Parkview Mobile Home Park-625,"Ward, ND",Relatively Low,Homes of America,Alden Global Capital,136,2022,No,Manufactured Housing,48.230423,-101.269017,,
"38791 US Hwy 19 N Tarpon Springs,FL 34689",Tarponaire Mobile Resort,FL-Tarponaire Mobile Resort-38791,"Pinellas, FL",Relatively High,Treehouse Communities,The Blackstone Group,136,2019,No,Manufactured Housing,28.125188,-82.73859,,
"831 N Pontiac Trail Walled Lake,MI 48390",Fawn Lake Estates,MI-Fawn Lake Estates-831,"Oakland, MI",Relatively High,Havenpark Communities,Havenpark Capital Partners,136,2022,Fannie Mae,Manufactured Housing,42.539109,-83.486838,,
"216 Deer Run Evansville,IN 47712",Twin Lakes,IN-Twin Lakes -216,"Posey, IN",Relatively Low,RHP Properties (RHP),RHP Properties,136,N/A,Fannie Mae,Manufactured Housing,37.925008,-87.704022,,
"500 East 50th Street South Wichita,KS 67216",Glen Acres,KS-Glen Acres -500,"Sedgwick, KS",Relatively High,RHP Properties (RHP),RHP Properties,136,N/A,No,Manufactured Housing,37.603109,-97.331901,,
"1150 West Prince Road Tucson,AZ 85705",Crescent Manor,AZ-Crescent Manor -1150,"Pima, AZ",Relatively High,RHP Properties (RHP),RHP Properties,136,N/A,No,Manufactured Housing,32.273613,-110.992213,,
"12300 W Lilac Ave Santa Ana,CA 92704",Stoneridge MHP,CA-Stoneridge MHP-12300,"Orange, CA",Very High,Kingsley Management,Kingsley Management,136,N/A,N/A,Manufactured Housing,33.730865,-117.915781,,
"301 South Coppell Rd Coppell,TX 75019",Golden Triangle,TX-Golden Triangle-301,"Dallas, TX",Very High,Yes! Communities,Stockbridge Capital Group,135,2014,Fannie Mae,Manufactured Housing,32.964807,-97.008863,,
"3801 Lake Dr Pontoon Beach,IL 62040",Village Green Commons,IL-Village Green Commons-3801,"Madison, IL",Relatively Moderate,Horizon Land Company,Federal Capital Partners,135,2021,No,Manufactured Housing,38.724296,-90.075759,,
"2366 N Long Lake Rd Fenton,MI 48430",Lake Fenton Estates,MI-Lake Fenton Estates-2366,"Genesee, MI",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,135,2013,Fannie Mae,Manufactured Housing,42.860919,-83.719497,,
"1313 N Minnesota Ave Brownsille,TX 78521",Gulf Breeze,TX-Gulf Breeze-1313,"Cameron, TX",Relatively High,Impact Communities,MHP Funds,135,2016,Freddie Mac,Manufactured Housing,25.932115,-97.431713,,
"1866 N. Eastown Rd. Lima,OH 45807",Hunter's Chase,OH-Hunter's Chase -1866,"Allen, OH",Relatively Low,RHP Properties (RHP),RHP Properties,135,N/A,No,Manufactured Housing,40.763714,-84.164034,,
"32 Camelot Lane Rice Lake,WI 54868",Camelot Acres,WI-Camelot Acres -32,"Barron, WI",Relatively Low,RHP Properties (RHP),RHP Properties,135,N/A,Fannie Mae,Manufactured Housing,45.468371,-91.730547,,
"2136 20 1/18th Avenue Rice Lake,WI 54868",Lakeshore Terrace,WI-Lakeshore Terrace -2136,"Barron, WI",Relatively Low,RHP Properties (RHP),RHP Properties,135,N/A,Fannie Mae,Manufactured Housing,45.519692,-91.826575,,
"2100 South Scott Blvd Iowa City,IA 52240",Sunrise Vilalge,IA-Sunrise Vilalge-2100,"Johnson, IA",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,134,2019,Fannie Mae,Manufactured Housing,41.63725,-91.480821,,
"728 N. Lake Dr Ishpeming,MI 49849",Sunnyside & Forest Lane Manufactured Home Community,MI-Sunnyside & Forest Lane Manufactured Home Community-728,"Marquette, MI",Relatively Low,Impact Communities,MHP Funds,134,N/A,No,Manufactured Housing,46.487606,-87.704546,,
"98 Breneman Road Manheim,PA 17545",Ridgewood Manor,PA-Ridgewood Manor -98,"Lancaster, PA",Relatively High,RHP Properties (RHP),RHP Properties,134,N/A,Freddie Mac,Manufactured Housing,40.128343,-76.468085,,
"291 Roland Lane and 501 Roland Lane Kyle,TX 78640",Hidden Trails on Roland,TX-Hidden Trails on Roland-291,"Hays, TX",Relatively Moderate,Horizon Land Company,Federal Capital Partners,133,2021,No,Manufactured Housing,29.957534,-97.883682,,
"3526 North Cascade Colorado Springs,CO 80907",Shangri-La MHP,CO-Shangri-La MHP-3526,"El Paso, CO",Relatively Moderate,Riverstone Communities,Riverstone Capital Partners,133,N/A,Fannie Mae,Manufactured Housing,38.88422,-104.825286,,
"4800 Kelly Elliott Rd Arlington,TX 76017",Forest Acres,TX-Forest Acres-4800,"Tarrant, TX",Relatively High,Horizon Land Company,Federal Capital Partners,133,2021,No,Manufactured Housing,32.669007,-97.178296,,
"2430 Mary Street Marinette,WI 54143",Parkview Terrace,WI-Parkview Terrace -2430,"Marinette, WI",Relatively Low,RHP Properties (RHP),RHP Properties,133,N/A,Fannie Mae,Manufactured Housing,45.088984,-87.644703,,
"4125 Riverview Circle Mt Clemens,MI 48043",Clinton River,MI-Clinton River-4125,"Macomb, MI",Relatively High,Windward Communities,Green Courte Partners,132,2018,Fannie Mae,Manufactured Housing,42.593672,-82.86281,,
"Intersection of Surburban and Route 246 Lexington Park,MD 20653",Suburban Estates,MD-Suburban Estates -Intersection,"St. Mary's, MD",Very Low,RHP Properties (RHP),RHP Properties,132,N/A,No,Manufactured Housing,38.283986,-76.478651,,
"3955 S. Stage Rd Medford,OR 97501",Western Carriage Estates,OR-Western Carriage Estates -3955,"Jackson, OR",Relatively Moderate,Legacy Communities,Legacy Communities,132,N/A,N/A,Manufactured Housing,42.299754,-122.933239,,
"17748 Rock Creek Rd Thompson,OH 44086",Rustic Pines,OH-Rustic Pines-17748,"Geauga, OH",Relatively Low,MHC Capital,MHC Capital,132,N/A,N/A,Manufactured Housing,41.668634,-81.009139,,
"7631 Dallas Highway Douglasville,GA 30134",Golden Valley,GA-Golden Valley-7631,"Douglas, GA",Relatively Low,Yes! Communities,Stockbridge Capital Group,131,2015,Fannie Mae,Manufactured Housing,33.77081,-84.747777,,
"8331 E 250 S Pierceton,IN 46562",Regency Pointe,IN-Regency Pointe-8331,"Kosciusko, IN",Relatively Low,Yes! Communities,Stockbridge Capital Group,131,2021,No,Manufactured Housing,41.196886,-85.686412,,
"2138 Big Springs Rd Maryville,TN 37801",Willow Hill,TN-Willow Hill-2138,"Blount, TN",Relatively Low,Yes! Communities,Stockbridge Capital Group,131,2008,Fannie Mae,Manufactured Housing,35.749171,-84.033551,,
"3301 West 2nd St North Platte,NE 69101",Red Cedars,NE-Red Cedars-3301,"Lincoln, NE",Relatively Low,Inspire Communities,Apollo Global Management,131,2021,No,Manufactured Housing,41.139511,-100.803365,,
"5150 Boggy Creek Road St. Cloud,FL 34771",Floridian Sandalwood,FL-Floridian Sandalwood-5150,"Osceola, FL",Relatively Moderate,Treehouse Communities,The Blackstone Group,131,N/A,Fannie Mae,Manufactured Housing,28.346285,-81.234388,,
"338 North Amy Dr. Bellevue,IL 61604",Deluxe Lake Estates,IL-Deluxe Lake Estates -338,"Peoria, IL",Relatively Moderate,RHP Properties (RHP),RHP Properties,131,N/A,No,Manufactured Housing,40.692009,-89.686698,,
"3201 Echeta Rd Gillette,WY 82716",Westview,WY-Westview-3201,"Campbell, WY",Relatively Low,RHP Properties (Brookfield),Brookfield Corporation,130,2017,No,Manufactured Housing,44.29641,-105.546017,,
"4201 Clark Lane Columbia,MO 65202",Stonegate,MO-Stonegate-4201,"Boone, MO",Relatively Moderate,Inspire Communities,Apollo Global Management,130,2021,No,Manufactured Housing,38.964543,-92.274016,,
"69905 Hwy 50 Montrose,CO 81401",Black Canyon Estates,CO-Black Canyon Estates-69905,"Montrose, CO",Relatively Low,Horizon Land Company,Federal Capital Partners,130,2021,No,Manufactured Housing,38.489706,-107.786301,,
"639 Lee Byrd Rd Loganville,GA 30052",Baycreek Mobile,GA-Baycreek Mobile-639,"Walton, GA",Relatively Low,Riverstone Communities,Riverstone Capital Partners,130,N/A,Fannie Mae,Manufactured Housing,33.842585,-83.888486,,
"224 Pitcher Park SE Devils Lake,ND 58301",Devils Lake Estates & Pitcher Park Village,ND-Devils Lake Estates & Pitcher Park Village-224,"Ramsey, ND",Very Low,Impact Communities,MHP Funds,130,N/A,No,Manufactured Housing,48.095288,-98.867283,,
"1510 First Ave Grinnell,IA 50112",Grinnell MHP,IA-Grinnell MHP-1510,"Poweshiek, IA",Very Low,Impact Communities,MHP Funds,130,N/A,Freddie Mac,Manufactured Housing,41.7388,-92.713779,,
"1 Pine Haven Circle Blossvale,NY 13308",Pine Haven,NY-Pine Haven -1,"Oneida, NY",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,130,N/A,No,Manufactured Housing,43.248327,-75.58975,,
"1800 Amberwood Drive Riverview,FL 33578",Country Villa Estates,FL-Country Villa Estates-1800,"Hillsborough, FL",Relatively High,Legacy Communities,Legacy Communities,130,N/A,N/A,Manufactured Housing,27.89266,-82.304938,,
"7358 Rydberg Rd Rockford,IL 61109",Manusco Village,IL-Manusco Village-7358,"Winnebago, IL",Relatively Moderate,Sunrise Communities,Sunrise Communities,130,N/A,N/A,Manufactured Housing,42.175009,-89.066754,,
"430 South Byron Homer,MI 49245",New Village,MI-New Village -430,"Calhoun, MI",Relatively Low,MHC Capital,MHC Capital,130,N/A,N/A,Manufactured Housing,42.141022,-84.802561,,
"1601 East FM 1417 Sherman,TX 75090",Shadow Mountain,TX-Shadow Mountain-1601,"Grayson, TX",Relatively Low,Yes! Communities,Stockbridge Capital Group,129,2008,Fannie Mae,Manufactured Housing,33.598861,-96.590125,,
"4314 Hwy 27 S Sulphur,LA 70665",Sweet Gum,LA-Sweet Gum-4314,"Calcasieu, LA",Relatively High,Inspire Communities,Apollo Global Management,129,2003,No,Manufactured Housing,30.338842,-93.369751,,
"101 Winter Drive Summerville,SC 29483",Summer Village,SC-Summer Village-101,"Dorchester, SC",Relatively Moderate,Impact Communities,MHP Funds,129,N/A,No,Manufactured Housing,33.035726,-80.187685,,
"3053 Grand Ave. Galesburg,IL 61401",Kimberly Terrace,IL-Kimberly Terrace -3053,"Knox, IL",Relatively Low,RHP Properties (RHP),RHP Properties,129,N/A,No,Manufactured Housing,40.929622,-90.32785,,
"1350 S Brookside St Centralia,IL 62801",Brookside Mobile Home Park,IL-Brookside Mobile Home Park-1350,"Clinton, IL",Relatively Low,Homes of America,Alden Global Capital,128,2021,No,Manufactured Housing,38.512741,-89.148093,,
"3475 Goldenrod Rd Orlando,FL 32822",Carriage Court East,FL-Carriage Court East-3475,"Orange, FL",Relatively High,RHP Properties (Brookfield),Brookfield Corporation,128,2017,No,Manufactured Housing,28.496274,-81.285014,,
"1 Sequoia Dr Casper,WY 82604",Hidden Hills,WY-Hidden Hills-1,"Natrona, WY",Relatively Low,RHP Properties (Brookfield),Brookfield Corporation,128,2017,No,Manufactured Housing,42.810349,-106.40665,,
"4901 S Valley Rd Blue Springs,MO 64015",Valley View ,MO-Valley View -4901,"Jackson, MO",Relatively High,Horizon Land Company,Federal Capital Partners,128,N/A,No,Manufactured Housing,39.029139,-94.344144,,
"2420 Old Post Rd Aberdeen,MD 21001",Rancho Estates,MD-Rancho Estates-2420,"Harford, MD",Relatively Low,Horizon Land Company,Federal Capital Partners,128,2019,No,Manufactured Housing,39.517422,-76.143481,,
"2500 52nd Ave N St. Petersburg,FL 33714",Pinecrest II,FL-Pinecrest II-2500,"Pinellas, FL",Relatively High,Riverstone Communities,Riverstone Capital Partners,128,2000,Fannie Mae,Manufactured Housing,27.818833,-82.667903,,
"4695 State St Salem,OR 97301",Royal Estates,OR-Royal Estates-4695,"Marion, OR",Relatively High,Havenpark Communities,Havenpark Capital Partners,128,2023,No,Manufactured Housing,44.9282,-122.968611,,
"W3540 State Road 50, Office  Lake Geneva,WI 53147",Coachmans Terrace,WI-Coachmans Terrace -W3540,"Walworth, WI",Relatively Low,RHP Properties (RHP),RHP Properties,128,N/A,Fannie Mae,Manufactured Housing,42.591302,-88.476424,,
"4610 8th Street South Wisconsin Rapids,WI 54494",The Maples,WI-The Maples -4610,"Wood, WI",Relatively Low,RHP Properties (RHP),RHP Properties,128,N/A,Fannie Mae,Manufactured Housing,44.353189,-89.818176,,
"1675 Manzanita Ave Chico,CA 95926",Pleasant Valley Mobile Estates,CA-Pleasant Valley Mobile Estates-1675,"Butte, CA",Relatively Moderate,Legacy Communities,Legacy Communities,128,N/A,N/A,Manufactured Housing,39.757752,-121.807909,,
